algorithm,length,t,comps,swaps
bubblesort_nocopy,10,6.359744584187866e-05,90.0,23.6
bubblesort_nocopy,20,0.00016461345076095312,380.0,97.05
bubblesort_nocopy,30,0.0003344858458149247,870.0,217.1
bubblesort_nocopy,40,0.0006303992005996407,1560.0,384.2
bubblesort_nocopy,50,0.0009850083966739475,2450.0,605.95
bubblesort_nocopy,60,0.0018728024966549127,3540.0,901.85
bubblesort_nocopy,70,0.002184275499894284,4830.0,1234.25
bubblesort_nocopy,80,0.0030674743058625607,6320.0,1612.4
bubblesort_nocopy,90,0.0034312341522308998,8010.0,2031.9
bubblesort_nocopy,100,0.004769092152127996,9900.0,2521.8
bubblesort_nocopy,250,0.05103816819610074,62250.0,15502.8
bubblesort_nocopy,500,0.12176998075010488,249500.0,63200.55
bubblesort2_nocopy,10,5.31260302523151e-06,67.5,23.6
bubblesort2_nocopy,20,7.492104487027973e-06,301.15,73.45
bubblesort2_nocopy,30,9.857901022769511e-06,716.3,120.05
bubblesort2_nocopy,40,1.1808496492449194e-05,1306.5,167.1
bubblesort2_nocopy,50,1.5687300765421243e-05,2153.55,221.75
bubblesort2_nocopy,60,1.7250300152227284e-05,3088.65,295.9
bubblesort2_nocopy,70,1.8856549286283552e-05,4240.05,332.4
bubblesort2_nocopy,80,2.072105125989765e-05,5711.7,378.15
bubblesort2_nocopy,90,2.329604758415371e-05,7217.9,419.5
bubblesort2_nocopy,100,2.5566348631400616e-05,8702.1,489.9
bubblesort2_nocopy,250,7.274595118360594e-05,56560.35,12981.0
bubblesort2_nocopy,500,0.00017106819723267108,236301.45,47697.75
insertionsort3,10,2.6610150234773756e-05,65.0,0.0
insertionsort3,20,7.399285241262987e-05,230.0,0.0
insertionsort3,30,0.00014476699725491927,495.0,0.0
insertionsort3,40,0.00023305150389205665,860.0,0.0
insertionsort3,50,0.00035890660365112126,1325.0,0.0
insertionsort3,60,0.0004896399012068286,1890.0,0.0
insertionsort3,70,0.0007005323001067154,2555.0,0.0
insertionsort3,80,0.001140710101753939,3320.0,0.0
insertionsort3,90,0.0013572974989074283,4185.0,0.0
insertionsort3,100,0.0019621167972218244,5150.0,0.0
insertionsort3,250,0.008713648896082305,31625.0,0.0
insertionsort3,500,0.033552403750945814,125750.0,0.0
