algorithm,length,t,comps,swaps
bubblesort,10,0.00012778001837432384,90,28
bubblesort,10,5.1170994993299246e-05,90,26
bubblesort,10,5.2602001233026385e-05,90,18
bubblesort,10,4.019698826596141e-05,90,22
bubblesort,10,0.00011607201304286718,90,24
bubblesort,10,9.666098048910499e-05,90,33
bubblesort,10,7.497999467886984e-05,90,28
bubblesort,10,0.00011001300299540162,90,21
bubblesort,10,0.00022164100664667785,90,17
bubblesort,10,0.0001895079913083464,90,21
bubblesort,10,0.00022981499205343425,90,31
bubblesort,10,0.00022332000662572682,90,29
bubblesort,10,8.580100256949663e-05,90,23
bubblesort,10,8.93260003067553e-05,90,24
bubblesort,10,4.516099579632282e-05,90,20
bubblesort,10,4.9053982365876436e-05,90,25
bubblesort,10,3.991898847743869e-05,90,20
bubblesort,10,4.3817999539896846e-05,90,28
bubblesort,10,4.133000038564205e-05,90,23
bubblesort,10,4.0570012060925364e-05,90,17
bubblesort,20,0.00016741998842917383,380,105
bubblesort,20,0.00016126601258292794,380,111
bubblesort,20,0.00016327999765053391,380,96
bubblesort,20,0.00014097601524554193,380,98
bubblesort,20,0.00013605901040136814,380,103
bubblesort,20,0.0001322049938607961,380,96
bubblesort,20,0.00013478199252858758,380,100
bubblesort,20,0.00012757600052282214,380,84
bubblesort,20,0.0001675860257819295,380,101
bubblesort,20,0.00013306102482602,380,96
bubblesort,20,0.00013789700460620224,380,109
bubblesort,20,0.0001238160184584558,380,75
bubblesort,20,0.00013018498430028558,380,90
bubblesort,20,0.0001580780080985278,380,108
bubblesort,20,0.00012519300798885524,380,79
bubblesort,20,0.00012529001105576754,380,79
bubblesort,20,0.00013117300113663077,380,93
bubblesort,20,0.0001445520028937608,380,125
bubblesort,20,0.00014776299940422177,380,92
bubblesort,20,0.0001267509942408651,380,81
bubblesort,30,0.000351755996234715,870,223
bubblesort,30,0.0003482669999357313,870,206
bubblesort,30,0.0003436419938225299,870,211
bubblesort,30,0.0003890180087182671,870,256
bubblesort,30,0.0007376190042123199,870,193
bubblesort,30,0.00037678598891943693,870,217
bubblesort,30,0.00040143998921848834,870,232
bubblesort,30,0.0004319720028433949,870,230
bubblesort,30,0.0003618889895733446,870,188
bubblesort,30,0.0003230829897802323,870,186
bubblesort,30,0.00033055999665521085,870,249
bubblesort,30,0.0003110980032943189,870,205
bubblesort,30,0.0003031380183529109,870,190
bubblesort,30,0.00035042199306190014,870,243
bubblesort,30,0.0002996689872816205,870,183
bubblesort,30,0.0003394890227355063,870,208
bubblesort,30,0.00029174500377848744,870,165
bubblesort,30,0.0003552449925336987,870,307
bubblesort,30,0.0003280380042269826,870,201
bubblesort,30,0.00038683597813360393,870,195
bubblesort,40,0.0005633359833154827,1560,341
bubblesort,40,0.000596124998992309,1560,359
bubblesort,40,0.0006603729852940887,1560,397
bubblesort,40,0.000566119997529313,1560,392
bubblesort,40,0.0005809139984194189,1560,428
bubblesort,40,0.0005465409776661545,1560,351
bubblesort,40,0.0005858130170963705,1560,435
bubblesort,40,0.0005841149832122028,1560,435
bubblesort,40,0.000553457997739315,1560,365
bubblesort,40,0.0005513929936569184,1560,355
bubblesort,40,0.0005899730022065341,1560,407
bubblesort,40,0.0006662110099568963,1560,424
bubblesort,40,0.0005388499994296581,1560,334
bubblesort,40,0.0005663110059686005,1560,397
bubblesort,40,0.0005232620169408619,1560,303
bubblesort,40,0.0005476209917105734,1560,357
bubblesort,40,0.000546171999303624,1560,302
bubblesort,40,0.0006477200076915324,1560,546
bubblesort,40,0.000584061024710536,1560,367
bubblesort,40,0.0005727040115743876,1560,329
bubblesort,50,0.0009147649980150163,2450,484
bubblesort,50,0.0013155449996702373,2450,628
bubblesort,50,0.0018814170034602284,2450,663
bubblesort,50,0.0012192499998491257,2450,574
bubblesort,50,0.0009231390140485018,2450,657
bubblesort,50,0.0008698030142113566,2450,540
bubblesort,50,0.0009191290009766817,2450,646
bubblesort,50,0.0009658120106905699,2450,692
bubblesort,50,0.0009102290205191821,2450,626
bubblesort,50,0.0008736239979043603,2450,531
bubblesort,50,0.0008917859813664109,2450,632
bubblesort,50,0.0009200919885188341,2450,642
bubblesort,50,0.000877969985594973,2450,593
bubblesort,50,0.0009041909943334758,2450,613
bubblesort,50,0.000875360012287274,2450,594
bubblesort,50,0.0008879819943103939,2450,578
bubblesort,50,0.0009515589918009937,2450,607
bubblesort,50,0.0011618149874266237,2450,788
bubblesort,50,0.0017453920154366642,2450,556
bubblesort,50,0.0016790299850981683,2450,525
bubblesort,60,0.003005967999342829,3540,736
bubblesort,60,0.0030109290091786534,3540,836
bubblesort,60,0.0014042520197108388,3540,1023
bubblesort,60,0.0013746509794145823,3540,907
bubblesort,60,0.0016270959749817848,3540,949
bubblesort,60,0.0012692380114458501,3540,809
bubblesort,60,0.0013319489953573793,3540,949
bubblesort,60,0.0013240170083008707,3540,941
bubblesort,60,0.0013987959828227758,3540,778
bubblesort,60,0.0014445110282395035,3540,865
bubblesort,60,0.002346983994357288,3540,853
bubblesort,60,0.0027181550103705376,3540,911
bubblesort,60,0.002492221014108509,3540,873
bubblesort,60,0.0026568830071482807,3540,819
bubblesort,60,0.0016263510042335838,3540,913
bubblesort,60,0.0012886589975096285,3540,853
bubblesort,60,0.0013186449941713363,3540,928
bubblesort,60,0.0013675410009454936,3540,1043
bubblesort,60,0.0012911889934912324,3540,792
bubblesort,60,0.001265336002688855,3540,803
bubblesort,70,0.0017231640231329948,4830,1020
bubblesort,70,0.0020188790222164243,4830,1155
bubblesort,70,0.00279492000117898,4830,1309
bubblesort,70,0.003243396000470966,4830,1276
bubblesort,70,0.0030591200047638267,4830,1224
bubblesort,70,0.0032316170108970255,4830,1167
bubblesort,70,0.0017506979929748923,4830,1180
bubblesort,70,0.002148180006770417,4830,1206
bubblesort,70,0.0020305490179453045,4830,1157
bubblesort,70,0.0024340439995285124,4830,1237
bubblesort,70,0.001741005980875343,4830,1148
bubblesort,70,0.0017584330053068697,4830,1198
bubblesort,70,0.0023066640133038163,4830,1237
bubblesort,70,0.0032502069952897727,4830,1134
bubblesort,70,0.002810015983413905,4830,1196
bubblesort,70,0.003339905000757426,4830,1175
bubblesort,70,0.0018643270013853908,4830,1380
bubblesort,70,0.0018568800005596131,4830,1375
bubblesort,70,0.0017283469787798822,4830,1140
bubblesort,70,0.0018538690055720508,4830,1133
