algorithm,length,t,comps,swaps
bubblesort,10,0.0001097000204026699,90,26
bubblesort,10,0.0003873550158459693,90,18
bubblesort,10,7.855199510231614e-05,90,23
bubblesort,10,7.959199137985706e-05,90,31
bubblesort,10,7.603300036862493e-05,90,22
bubblesort,10,8.610499207861722e-05,90,16
bubblesort,10,0.00016763000166974962,90,23
bubblesort,10,0.000394389993743971,90,19
bubblesort,10,0.0002749800041783601,90,20
bubblesort,10,8.24210001155734e-05,90,21
bubblesort,10,8.321000495925546e-05,90,29
bubblesort,10,7.16230133548379e-05,90,22
bubblesort,10,0.00012263399548828602,90,35
bubblesort,10,7.802798063494265e-05,90,22
bubblesort,10,0.00011739900219254196,90,29
bubblesort,10,6.982299964874983e-05,90,27
bubblesort,10,6.968600791878998e-05,90,22
bubblesort,10,3.8918020436540246e-05,90,21
bubblesort,10,3.969302633777261e-05,90,23
bubblesort,10,6.530300015583634e-05,90,27
bubblesort,20,0.00015199801418930292,380,89
bubblesort,20,0.00013495999155566096,380,72
bubblesort,20,0.0001399249886162579,380,61
bubblesort,20,0.0001933530147653073,380,139
bubblesort,20,0.00018433999503031373,380,82
bubblesort,20,0.000128347979625687,380,69
bubblesort,20,0.00021526700584217906,380,98
bubblesort,20,0.0001445429807063192,380,108
bubblesort,20,0.0001730310032144189,380,64
bubblesort,20,0.00013150801532901824,380,63
bubblesort,20,0.00018743801047094166,380,87
bubblesort,20,0.00013501400826498866,380,94
bubblesort,20,0.00019382100435905159,380,122
bubblesort,20,0.00021122200996614993,380,119
bubblesort,20,0.0001363320043310523,380,101
bubblesort,20,0.0001345830096397549,380,97
bubblesort,20,0.00014044999261386693,380,110
bubblesort,20,0.00013706600293517113,380,102
bubblesort,20,0.00022701098350808024,380,108
bubblesort,20,0.00017087397282011807,380,111
bubblesort,30,0.0003375369997229427,870,199
bubblesort,30,0.00030649700784124434,870,174
bubblesort,30,0.0005995679821353406,870,170
bubblesort,30,0.0004168500017840415,870,249
bubblesort,30,0.0003176890022587031,870,171
bubblesort,30,0.0003018660063389689,870,185
bubblesort,30,0.00038415202288888395,870,254
bubblesort,30,0.0003297720104455948,870,246
bubblesort,30,0.0003716129867825657,870,222
bubblesort,30,0.00033371400786563754,870,148
bubblesort,30,0.0003552919952198863,870,190
bubblesort,30,0.0003578640171326697,870,216
bubblesort,30,0.00040437502320855856,870,243
bubblesort,30,0.00032201901194639504,870,238
bubblesort,30,0.00037090800469741225,870,249
bubblesort,30,0.0003519160090945661,870,235
bubblesort,30,0.00030556597630493343,870,197
bubblesort,30,0.00030173102277331054,870,188
bubblesort,30,0.000327282992657274,870,247
bubblesort,30,0.0006450040091294795,870,237
bubblesort,40,0.001293953973799944,1560,445
bubblesort,40,0.0006264119874686003,1560,305
bubblesort,40,0.0006514689885079861,1560,342
bubblesort,40,0.0006975610158406198,1560,474
bubblesort,40,0.000590036011999473,1560,353
bubblesort,40,0.0008222790202125907,1560,325
bubblesort,40,0.0012352599878795445,1560,413
bubblesort,40,0.0011426810233388096,1560,404
bubblesort,40,0.001118301006499678,1560,430
bubblesort,40,0.0010006639931816608,1560,234
bubblesort,40,0.001120632019592449,1560,296
bubblesort,40,0.000599599996348843,1560,332
bubblesort,40,0.0007243459986057132,1560,450
bubblesort,40,0.0006131819973234087,1560,372
bubblesort,40,0.0007747809868305922,1560,465
bubblesort,40,0.000775594002334401,1560,435
bubblesort,40,0.0007052209984976798,1560,355
bubblesort,40,0.0007382719777524471,1560,369
bubblesort,40,0.0006669180002063513,1560,434
bubblesort,40,0.0006392170034814626,1560,373
bubblesort,50,0.0009609359840396792,2450,745
bubblesort,50,0.0008325699891429394,2450,498
bubblesort,50,0.0009366590238641948,2450,552
bubblesort,50,0.000939404999371618,2450,675
bubblesort,50,0.0008900130051188171,2450,567
bubblesort,50,0.0011980639828834683,2450,580
bubblesort,50,0.0009351519984193146,2450,660
bubblesort,50,0.0008871750032994896,2450,555
bubblesort,50,0.0009530330135021359,2450,693
bubblesort,50,0.0008699430036358535,2450,515
bubblesort,50,0.0008502919808961451,2450,477
bubblesort,50,0.0008826900157146156,2450,550
bubblesort,50,0.0009290789894293994,2450,640
bubblesort,50,0.001128731993958354,2450,643
bubblesort,50,0.001088602002710104,2450,727
bubblesort,50,0.0009504749905318022,2450,691
bubblesort,50,0.0009109409875236452,2450,610
bubblesort,50,0.000923115003388375,2450,666
bubblesort,50,0.0009437139960937202,2450,731
bubblesort,50,0.0008810180006548762,2450,609
bubblesort,60,0.0014382200024556369,3540,993
bubblesort,60,0.0013198599917814136,3540,867
bubblesort,60,0.0012511149980127811,3540,825
bubblesort,60,0.0013035190058872104,3540,943
bubblesort,60,0.0013447230157908052,3540,899
bubblesort,60,0.0012780579854734242,3540,820
bubblesort,60,0.002194110013078898,3540,957
bubblesort,60,0.001494249008828774,3540,826
bubblesort,60,0.001405093993525952,3540,973
bubblesort,60,0.0013968489947728813,3540,803
bubblesort,60,0.001344063988653943,3540,847
bubblesort,60,0.0022732049983460456,3540,860
bubblesort,60,0.0013540210202336311,3540,938
bubblesort,60,0.001451835996704176,3540,951
bubblesort,60,0.0014016930072102696,3540,1103
bubblesort,60,0.0013023430074099451,3540,933
bubblesort,60,0.0023504190030507743,3540,833
bubblesort,60,0.0017596659890841693,3540,918
bubblesort,60,0.0013117239868734032,3540,954
bubblesort,60,0.0013268190086819232,3540,934
bubblesort,70,0.0022868030064273626,4830,1187
bubblesort,70,0.002147560997400433,4830,1187
bubblesort,70,0.0018030090141110122,4830,1108
bubblesort,70,0.001838486990891397,4830,1197
bubblesort,70,0.002048540976829827,4830,1312
bubblesort,70,0.0017929990135598928,4830,1178
bubblesort,70,0.0019002049812115729,4830,1327
bubblesort,70,0.0017232390237040818,4830,1151
bubblesort,70,0.0018679600034374744,4830,1229
bubblesort,70,0.0017509330064058304,4830,1223
bubblesort,70,0.001850743021350354,4830,1155
bubblesort,70,0.0018363399722147733,4830,1243
bubblesort,70,0.0020069270103704184,4830,1319
bubblesort,70,0.0018343320116400719,4830,1224
bubblesort,70,0.0019402039761189371,4830,1313
bubblesort,70,0.001900962000945583,4830,1193
bubblesort,70,0.0018442709988448769,4830,1196
bubblesort,70,0.0021548020013142377,4830,1219
bubblesort,70,0.002193024003645405,4830,1266
bubblesort,70,0.0018214680021628737,4830,1254
bubblesort,80,0.0025615119957365096,6320,1592
bubblesort,80,0.002337395999347791,6320,1683
bubblesort,80,0.002303479006513953,6320,1538
bubblesort,80,0.002511693979613483,6320,1522
bubblesort,80,0.002536184008931741,6320,1635
bubblesort,80,0.0025122379884123802,6320,1553
bubblesort,80,0.003339333983603865,6320,1731
bubblesort,80,0.002380238991463557,6320,1492
bubblesort,80,0.0023799210030119866,6320,1611
bubblesort,80,0.002336077013751492,6320,1501
bubblesort,80,0.0022870229731779546,6320,1586
bubblesort,80,0.0023364140070043504,6320,1560
bubblesort,80,0.003021971002453938,6320,1711
bubblesort,80,0.0025548110133968294,6320,1601
bubblesort,80,0.002592328004539013,6320,1774
bubblesort,80,0.004208500002278015,6320,1589
bubblesort,80,0.002668478002306074,6320,1538
bubblesort,80,0.0025551099970471114,6320,1592
bubblesort,80,0.002561736007919535,6320,1600
bubblesort,80,0.002823254995746538,6320,1613
bubblesort,90,0.0031722029962111264,8010,1975
bubblesort,90,0.005073492997325957,8010,2245
bubblesort,90,0.004051869007525966,8010,2150
bubblesort,90,0.003001545002916828,8010,1943
bubblesort,90,0.003094056010013446,8010,2067
bubblesort,90,0.0032913579780142754,8010,2127
bubblesort,90,0.0033004569995682687,8010,2143
bubblesort,90,0.004615757992723957,8010,1956
bubblesort,90,0.0041690029902383685,8010,2267
bubblesort,90,0.0048083949950523674,8010,2092
bubblesort,90,0.0032531550095882267,8010,1895
bubblesort,90,0.0035194859956391156,8010,1952
bubblesort,90,0.0033703189983498305,8010,2166
bubblesort,90,0.0036426000006031245,8010,1871
bubblesort,90,0.003300140000646934,8010,2226
bubblesort,90,0.00353626802098006,8010,1963
bubblesort,90,0.004218737973133102,8010,2125
bubblesort,90,0.0030029210029169917,8010,2087
bubblesort,90,0.003062981995753944,8010,2039
bubblesort,90,0.0031697999802418053,8010,2034
bubblesort,100,0.005017207004129887,9900,2552
bubblesort,100,0.003913368011126295,9900,2589
bubblesort,100,0.006350117997499183,9900,2551
bubblesort,100,0.004414758994244039,9900,2325
bubblesort,100,0.0038598249957431108,9900,2577
bubblesort,100,0.006014413986122236,9900,2687
bubblesort,100,0.004650608025258407,9900,2507
bubblesort,100,0.0042099960264749825,9900,2445
bubblesort,100,0.0038065160042606294,9900,2818
bubblesort,100,0.003600059018936008,9900,2490
bubblesort,100,0.00574418599717319,9900,2448
bubblesort,100,0.00432873799582012,9900,2429
bubblesort,100,0.006479767005657777,9900,2597
bubblesort,100,0.0035179250116925687,9900,2357
bubblesort,100,0.005459643987705931,9900,2731
bubblesort,100,0.003705047012772411,9900,2528
bubblesort,100,0.0038352909905370325,9900,2530
bubblesort,100,0.004051388008520007,9900,2640
bubblesort,100,0.005399020999902859,9900,2592
bubblesort,100,0.0037530309928115457,9900,2583
bubblesort,250,0.03127214399864897,62250,15211
bubblesort,250,0.037403808993985876,62250,15320
bubblesort,250,0.029682076012250036,62250,15021
bubblesort,250,0.033831950975582004,62250,15283
bubblesort,250,0.026203661982435733,62250,16125
bubblesort,250,0.02733223099494353,62250,16371
bubblesort,250,0.0242661880038213,62250,16148
bubblesort,250,0.0249359360022936,62250,16240
bubblesort,250,0.025239676993805915,62250,15390
bubblesort,250,0.0233537059975788,62250,16310
bubblesort,250,0.027844383992487565,62250,14405
bubblesort,250,0.026370674022473395,62250,15013
bubblesort,250,0.029098869999870658,62250,16643
bubblesort,250,0.02551656897412613,62250,14576
bubblesort,250,0.031987415975891054,62250,16405
bubblesort,250,0.026525102002779022,62250,15913
bubblesort,250,0.02718992400332354,62250,14658
bubblesort,250,0.031764221988851205,62250,15902
bubblesort,250,0.025897396000800654,62250,16012
bubblesort,250,0.03907391402754001,62250,15171
bubblesort,500,0.10512319701956585,249500,62758
bubblesort,500,0.10124946999712847,249500,61106
bubblesort,500,0.10465250301058404,249500,60824
bubblesort,500,0.12817524798447266,249500,62648
bubblesort,500,0.15027561198803596,249500,63140
bubblesort,500,0.12875752898980863,249500,63785
bubblesort,500,0.11494237100123428,249500,61736
bubblesort,500,0.10637673101155087,249500,63664
bubblesort,500,0.23631511197891086,249500,63212
bubblesort,500,0.3079625169921201,249500,61975
bubblesort,500,0.3422216489852872,249500,61399
bubblesort,500,0.12300355601473711,249500,60516
bubblesort,500,0.36399065199657343,249500,62176
bubblesort,500,0.12668403499992564,249500,60556
bubblesort,500,0.13031935499748215,249500,60468
bubblesort,500,0.14298961198073812,249500,60938
bubblesort,500,0.13036398802069016,249500,59922
bubblesort,500,0.13519855198683217,249500,64418
bubblesort,500,0.14420115898246877,249500,64459
bubblesort,500,0.13468816998647526,249500,61999
bubblesort2,10,6.934200064279139e-05,63,26
bubblesort2,10,5.583898746408522e-05,54,18
bubblesort2,10,6.949299131520092e-05,81,23
bubblesort2,10,8.128801709972322e-05,90,31
bubblesort2,10,7.025297963991761e-05,81,22
bubblesort2,10,5.031601176597178e-05,54,16
bubblesort2,10,5.732601857744157e-05,54,23
bubblesort2,10,5.4122996516525745e-05,54,19
bubblesort2,10,5.855801282450557e-05,63,20
bubblesort2,10,6.658802158199251e-05,81,21
bubblesort2,10,7.38469825591892e-05,90,29
bubblesort2,10,5.480897380039096e-05,54,22
bubblesort2,10,8.032901678234339e-05,81,35
bubblesort2,10,6.69719884172082e-05,72,22
bubblesort2,10,7.877100142650306e-05,81,29
bubblesort2,10,6.423098966479301e-05,63,27
bubblesort2,10,6.556100561283529e-05,72,22
bubblesort2,10,4.9399008275941014e-05,45,21
bubblesort2,10,6.134799332357943e-05,63,23
bubblesort2,10,0.00010719199781306088,72,27
bubblesort2,20,0.0002691340050660074,323,89
bubblesort2,20,9.062699973583221e-05,209,72
bubblesort2,20,8.06130119599402e-05,190,61
bubblesort2,20,0.000317899975925684,380,139
bubblesort2,20,0.00024330700398422778,323,82
bubblesort2,20,0.0001711810182314366,209,69
bubblesort2,20,0.00013699199189431965,304,98
bubblesort2,20,0.00029221101431176066,361,108
bubblesort2,20,0.00016228199820034206,190,64
bubblesort2,20,0.00021739699877798557,304,63
bubblesort2,20,0.0002531720092520118,323,87
bubblesort2,20,0.0002483509888406843,304,94
bubblesort2,20,0.0002301849890500307,323,122
bubblesort2,20,0.00014698499580845237,342,119
bubblesort2,20,0.00012178599718026817,285,101
bubblesort2,20,0.00013997798669151962,361,97
bubblesort2,20,0.0001354790001641959,323,110
bubblesort2,20,0.0001318400027230382,323,102
bubblesort2,20,0.0002608979993965477,304,108
bubblesort2,20,0.00015137999434955418,380,111
bubblesort2,30,0.0003153309808112681,783,199
bubblesort2,30,0.00022263600840233266,551,174
bubblesort2,30,0.00025068302056752145,667,170
bubblesort2,30,0.0004224390140734613,812,249
bubblesort2,30,0.0002602600143291056,696,171
bubblesort2,30,0.0003023979952558875,841,185
bubblesort2,30,0.0003353999927639961,754,254
bubblesort2,30,0.0002928159956354648,696,246
bubblesort2,30,0.00031891799881123006,841,222
bubblesort2,30,0.0002642660110723227,754,148
bubblesort2,30,0.0002976279938593507,812,190
bubblesort2,30,0.00028732899227179587,725,216
bubblesort2,30,0.0003092580009251833,725,243
bubblesort2,30,0.0004733150126412511,841,238
bubblesort2,30,0.00039954300154931843,696,249
bubblesort2,30,0.00025839099544100463,580,235
bubblesort2,30,0.0002399749937467277,580,197
bubblesort2,30,0.00024418000248260796,609,188
bubblesort2,30,0.0002854779886547476,667,247
bubblesort2,30,0.000295298988930881,725,237
bubblesort2,40,0.0006097060104366392,1521,445
bubblesort2,40,0.0004909459967166185,1365,305
bubblesort2,40,0.0005274619907140732,1443,342
bubblesort2,40,0.0005758900078944862,1365,474
bubblesort2,40,0.0007735950057394803,1131,353
bubblesort2,40,0.0008932609925977886,1131,325
bubblesort2,40,0.0010201360273640603,1365,413
bubblesort2,40,0.0008428339788224548,1209,404
bubblesort2,40,0.0012041630106978118,1521,430
bubblesort2,40,0.0007115159824024886,1014,234
bubblesort2,40,0.00041703201713971794,1092,296
bubblesort2,40,0.0004315989790484309,975,332
bubblesort2,40,0.001167028007330373,1482,450
bubblesort2,40,0.0008228670048993081,1248,372
bubblesort2,40,0.0006203419761732221,1560,465
bubblesort2,40,0.0005418950167950243,1326,435
bubblesort2,40,0.0004580109962262213,1053,355
bubblesort2,40,0.0010108600254170597,1287,369
bubblesort2,40,0.0012782560079358518,1443,434
bubblesort2,40,0.0005769480194430798,1209,373
bubblesort2,50,0.0014421749801840633,2205,745
bubblesort2,50,0.0015119659947231412,1715,498
bubblesort2,50,0.0017851010197773576,2401,552
bubblesort2,50,0.001294674992095679,1960,675
bubblesort2,50,0.001087965996703133,2156,567
bubblesort2,50,0.0008396550256293267,2205,580
bubblesort2,50,0.0009866899927146733,1960,660
bubblesort2,50,0.001376166008412838,1862,555
bubblesort2,50,0.0016523850208614022,2009,693
bubblesort2,50,0.0018623830110300332,2450,515
bubblesort2,50,0.00124097999650985,2058,477
bubblesort2,50,0.0006976689910516143,1715,550
bubblesort2,50,0.0012337100051809102,1862,640
bubblesort2,50,0.0017937170050572604,2254,643
bubblesort2,50,0.0018199770129285753,2205,727
bubblesort2,50,0.0009507729846518487,2303,691
bubblesort2,50,0.0011903349950443953,2303,610
bubblesort2,50,0.0008367890259250998,2205,666
bubblesort2,50,0.0009183349902741611,2303,731
bubblesort2,50,0.0008250190003309399,2107,609
bubblesort2,60,0.0013385890051722527,3245,993
bubblesort2,60,0.001316826994298026,3186,867
bubblesort2,60,0.0011726609955076128,3068,825
bubblesort2,60,0.0013816569990012795,3481,943
bubblesort2,60,0.0011986220197286457,3009,899
bubblesort2,60,0.0021251559955999255,3127,820
bubblesort2,60,0.00261908900574781,3245,957
bubblesort2,60,0.0024549020163249224,3245,826
bubblesort2,60,0.0023775020090397447,3245,973
bubblesort2,60,0.0018416519742459059,2950,803
bubblesort2,60,0.0025131900038104504,3422,847
bubblesort2,60,0.0012989139941055328,3481,860
bubblesort2,60,0.0012149870162829757,3009,938
bubblesort2,60,0.0012383089924696833,3068,951
bubblesort2,60,0.0013303360028658062,3186,1103
bubblesort2,60,0.0013457330060191453,3186,933
bubblesort2,60,0.001416417013388127,3009,833
bubblesort2,60,0.0011854160111397505,3186,918
bubblesort2,60,0.0016146059788297862,3363,954
bubblesort2,60,0.0012203150254208595,2832,934
bubblesort2,70,0.0017154559900518507,3795,1187
bubblesort2,70,0.0023712719848845154,4140,1187
bubblesort2,70,0.0023679649748373777,3864,1108
bubblesort2,70,0.0017381600046064705,4416,1197
bubblesort2,70,0.0018717590137384832,4692,1312
bubblesort2,70,0.0015453889791388065,4002,1178
bubblesort2,70,0.0017353270086459816,4554,1327
bubblesort2,70,0.0016109479765873402,4278,1151
bubblesort2,70,0.0017968960164580494,4623,1229
bubblesort2,70,0.001701503002550453,4416,1223
bubblesort2,70,0.0016395179845858365,4485,1155
bubblesort2,70,0.0017970329790841788,4140,1243
bubblesort2,70,0.0022490709961857647,4485,1319
bubblesort2,70,0.0016008289821911603,4002,1224
bubblesort2,70,0.0017896769859362394,4416,1313
bubblesort2,70,0.0016568269929848611,4140,1193
bubblesort2,70,0.0025621569948270917,4209,1196
bubblesort2,70,0.0024220340128522366,4071,1219
bubblesort2,70,0.001819281984353438,4140,1266
bubblesort2,70,0.001471737981773913,3312,1254
bubblesort2,80,0.0031896510045044124,5609,1592
bubblesort2,80,0.00563606500509195,5688,1683
bubblesort2,80,0.005910901993047446,5925,1538
bubblesort2,80,0.004811910999706015,5767,1522
bubblesort2,80,0.0024472890072502196,5372,1635
bubblesort2,80,0.0024134510022122413,5925,1553
bubblesort2,80,0.002775194006972015,5530,1731
bubblesort2,80,0.0024960430164355785,5846,1492
bubblesort2,80,0.0027661929780151695,5925,1611
bubblesort2,80,0.003717181010870263,5372,1501
bubblesort2,80,0.0027385730063542724,6004,1586
bubblesort2,80,0.0023413950111716986,5846,1560
bubblesort2,80,0.0029453430033754557,6162,1711
bubblesort2,80,0.002029636991210282,5214,1601
bubblesort2,80,0.002255624014651403,5688,1774
bubblesort2,80,0.0021177289891056716,5609,1589
bubblesort2,80,0.0023559209948871285,4977,1538
bubblesort2,80,0.0021927230118308216,5688,1592
bubblesort2,80,0.00368151199654676,5372,1600
bubblesort2,80,0.004675520001910627,5688,1613
bubblesort2,90,0.002746248006587848,7120,1975
bubblesort2,90,0.0029181010031607,7209,2245
bubblesort2,90,0.002950435009552166,7387,2150
bubblesort2,90,0.00437753097503446,7120,1943
bubblesort2,90,0.0025861430040095,6319,2067
bubblesort2,90,0.003070383972954005,7387,2127
bubblesort2,90,0.0033124590117949992,7654,2143
bubblesort2,90,0.0031240269890986383,7120,1956
bubblesort2,90,0.003384306008229032,7387,2267
bubblesort2,90,0.004158344003371894,7654,2092
bubblesort2,90,0.0028138619964011014,6764,1895
bubblesort2,90,0.002830246987286955,7476,1952
bubblesort2,90,0.002820724999764934,7209,2166
bubblesort2,90,0.002661061007529497,6675,1871
bubblesort2,90,0.0028132520092185587,7120,2226
bubblesort2,90,0.0027591749967541546,6675,1963
bubblesort2,90,0.00289760300074704,7476,2125
bubblesort2,90,0.0027124090120196342,7565,2087
bubblesort2,90,0.0029282109753694385,7031,2039
bubblesort2,90,0.002932238014182076,7654,2034
bubblesort2,100,0.003631893021520227,8811,2552
bubblesort2,100,0.003282849007518962,8019,2589
bubblesort2,100,0.0033018169924616814,8217,2551
bubblesort2,100,0.003754626988666132,8514,2325
bubblesort2,100,0.0034990400017704815,7920,2577
bubblesort2,100,0.003555751987732947,9009,2687
bubblesort2,100,0.003691099991556257,9306,2507
bubblesort2,100,0.0034863869950640947,9207,2445
bubblesort2,100,0.0036827250150963664,9405,2818
bubblesort2,100,0.0032626519969198853,8514,2490
bubblesort2,100,0.004205830016871914,9405,2448
bubblesort2,100,0.003248238004744053,8316,2429
bubblesort2,100,0.0032427679980173707,8019,2597
bubblesort2,100,0.0034239310189150274,8316,2357
bubblesort2,100,0.003406003990676254,8613,2731
bubblesort2,100,0.003344566997839138,8514,2528
bubblesort2,100,0.0032789779943414032,8316,2530
bubblesort2,100,0.003924691001884639,9702,2640
bubblesort2,100,0.0033840399992186576,9009,2592
bubblesort2,100,0.003443024994339794,9009,2583
bubblesort2,250,0.020693400991149247,54033,15211
bubblesort2,250,0.02367063399287872,59013,15320
bubblesort2,250,0.02356325398432091,60009,15021
bubblesort2,250,0.022141282999655232,56523,15283
bubblesort2,250,0.021328483999241143,53037,16125
bubblesort2,250,0.021913689008215442,56025,16371
bubblesort2,250,0.023805047007044777,57768,16148
bubblesort2,250,0.02424952998990193,58515,16240
bubblesort2,250,0.02435942698502913,58515,15390
bubblesort2,250,0.024539402016671374,57270,16310
bubblesort2,250,0.02424009400419891,58764,14405
bubblesort2,250,0.03147560797515325,57021,15013
bubblesort2,250,0.03544667799724266,56523,16643
bubblesort2,250,0.02624946300056763,55278,14576
bubblesort2,250,0.029951093980344012,61752,16405
bubblesort2,250,0.04430052501265891,57519,15913
bubblesort2,250,0.032237277016974986,59760,14658
bubblesort2,250,0.027202140976442024,58017,15902
bubblesort2,250,0.034829397016437724,58515,16012
bubblesort2,250,0.032496444997377694,57519,15171
bubblesort2,500,0.14411445800215006,230039,62758
bubblesort2,500,0.16177932097343728,240019,61106
bubblesort2,500,0.1244669959996827,229041,60824
bubblesort2,500,0.11122961301589385,236027,62648
bubblesort2,500,0.11744912399444729,235029,63140
bubblesort2,500,0.14391505098319612,236526,63785
bubblesort2,500,0.1779888939927332,231536,61736
bubblesort2,500,0.1104061389924027,240518,63664
bubblesort2,500,0.10392316200886853,243013,63212
bubblesort2,500,0.12252059701131657,238522,61975
bubblesort2,500,0.09604100801516324,231037,61399
bubblesort2,500,0.11671461400692351,230039,60516
bubblesort2,500,0.09721220401115716,238023,62176
bubblesort2,500,0.1053746709949337,226047,60556
bubblesort2,500,0.11914474001969211,242015,60468
bubblesort2,500,0.1170439450070262,238023,60938
bubblesort2,500,0.13496071301051416,229041,59922
bubblesort2,500,0.11999921398819424,249500,64418
bubblesort2,500,0.11271693100570701,234031,64459
bubblesort2,500,0.09668427699944004,230538,61999
insertionsort2,10,5.048399907536805e-05,65,6
insertionsort2,10,4.8663991037756205e-05,65,6
insertionsort2,10,4.839300527237356e-05,65,7
insertionsort2,10,5.27969968970865e-05,65,7
insertionsort2,10,4.549301229417324e-05,65,6
insertionsort2,10,4.687198088504374e-05,65,6
insertionsort2,10,4.732099478133023e-05,65,9
insertionsort2,10,4.7914014430716634e-05,65,9
insertionsort2,10,4.716700641438365e-05,65,8
insertionsort2,10,4.741700831800699e-05,65,9
insertionsort2,10,4.6348024625331163e-05,65,7
insertionsort2,10,4.561099922284484e-05,65,6
insertionsort2,10,4.740600707009435e-05,65,9
insertionsort2,10,4.505700781010091e-05,65,6
insertionsort2,10,4.46199846919626e-05,65,7
insertionsort2,10,5.0382979679852724e-05,65,7
insertionsort2,10,4.69599908683449e-05,65,8
insertionsort2,10,4.526000702753663e-05,65,7
insertionsort2,10,4.588998854160309e-05,65,9
insertionsort2,10,4.467699909582734e-05,65,7
insertionsort2,20,0.00011653799447230995,230,17
insertionsort2,20,0.00011604101746343076,230,16
insertionsort2,20,0.00010926899267360568,230,17
insertionsort2,20,0.00010767500498332083,230,17
insertionsort2,20,0.0001084820250980556,230,16
insertionsort2,20,0.00010947400005534291,230,17
insertionsort2,20,0.00010871299309656024,230,18
insertionsort2,20,0.0001086879929061979,230,16
insertionsort2,20,0.00010965400724671781,230,14
insertionsort2,20,0.0001111169985961169,230,19
insertionsort2,20,0.00010896800085902214,230,17
insertionsort2,20,0.00010946698603220284,230,18
insertionsort2,20,0.0001094879989977926,230,18
insertionsort2,20,0.00010894698789343238,230,17
insertionsort2,20,0.00010771001689136028,230,15
insertionsort2,20,0.00010688501060940325,230,15
insertionsort2,20,0.00010762800229713321,230,16
insertionsort2,20,0.00010783798643387854,230,16
insertionsort2,20,0.00012249001883901656,230,18
insertionsort2,20,0.00010916701285168529,230,17
insertionsort2,30,0.00021560399909503758,495,27
insertionsort2,30,0.0002109029737766832,495,28
insertionsort2,30,0.0001947029959410429,495,26
insertionsort2,30,0.00019099799101240933,495,29
insertionsort2,30,0.00019005598733201623,495,25
insertionsort2,30,0.00019357999553903937,495,25
insertionsort2,30,0.0003186069952789694,495,26
insertionsort2,30,0.0002214130072388798,495,28
insertionsort2,30,0.00021982300677336752,495,28
insertionsort2,30,0.00019798899302259088,495,26
insertionsort2,30,0.00019820602028630674,495,26
insertionsort2,30,0.0002794780011754483,495,28
insertionsort2,30,0.00020614001550711691,495,27
insertionsort2,30,0.00019271898781880736,495,24
insertionsort2,30,0.00019260100089013577,495,29
insertionsort2,30,0.00019204698037356138,495,29
insertionsort2,30,0.0001922530063893646,495,25
insertionsort2,30,0.00019050200353376567,495,24
insertionsort2,30,0.00021422500140033662,495,25
insertionsort2,30,0.00019537200569175184,495,27
insertionsort2,40,0.000338604993885383,860,33
insertionsort2,40,0.00033330099540762603,860,33
insertionsort2,40,0.0003107570228166878,860,36
insertionsort2,40,0.0003354390210006386,860,38
insertionsort2,40,0.0003063910116907209,860,37
insertionsort2,40,0.0003069480007980019,860,35
insertionsort2,40,0.0003101399925071746,860,35
insertionsort2,40,0.0003054870176129043,860,36
insertionsort2,40,0.00030968801002018154,860,38
insertionsort2,40,0.00030758199864067137,860,36
insertionsort2,40,0.0003103560011368245,860,36
insertionsort2,40,0.00031074899015948176,860,38
insertionsort2,40,0.00030944502213969827,860,38
insertionsort2,40,0.0003163750225212425,860,34
insertionsort2,40,0.00030773598700761795,860,37
insertionsort2,40,0.00030721299117431045,860,35
insertionsort2,40,0.00030751401209272444,860,33
insertionsort2,40,0.00030834900098852813,860,37
insertionsort2,40,0.00032526301220059395,860,36
insertionsort2,40,0.0003024800098501146,860,31
insertionsort2,50,0.0006470250082202256,1325,45
insertionsort2,50,0.00046028499491512775,1325,44
