algorithm,length,t,comps,swaps
insertionsort,10,6.312897312454879e-05,45,25
insertionsort,10,6.684099207632244e-05,45,21
insertionsort,10,8.049013558775187e-06,9,0
insertionsort,10,2.460600808262825e-05,45,18
insertionsort,10,2.584801404736936e-05,45,22
insertionsort,10,2.6388996047899127e-05,45,25
insertionsort,10,2.7089990908280015e-05,45,26
insertionsort,10,4.805900971405208e-05,45,24
insertionsort,10,3.448501229286194e-05,45,19
insertionsort,10,2.5896006263792515e-05,45,20
insertionsort,20,0.00019025499932467937,190,110
insertionsort,20,0.00018598002498038113,190,108
insertionsort,20,1.4178018318489194e-05,19,0
insertionsort,20,0.0001641529961489141,190,78
insertionsort,20,0.00016891799168661237,190,82
insertionsort,20,0.00015989498933777213,190,89
insertionsort,20,0.00017588899936527014,190,119
insertionsort,20,0.00018526101484894753,190,121
insertionsort,20,0.00015266900300048292,190,74
insertionsort,20,8.187899948097765e-05,190,73
insertionsort,30,0.00020833101007156074,435,192
insertionsort,30,0.0003642509982455522,435,177
insertionsort,30,1.8274993635714054e-05,29,0
insertionsort,30,0.0003266169806011021,435,155
insertionsort,30,0.0004060159844812006,435,207
insertionsort,30,0.0006528329977300018,435,230
insertionsort,30,0.00021669198758900166,435,233
insertionsort,30,0.0003360980190336704,435,207
insertionsort,30,0.00026947498554363847,435,197
insertionsort,30,0.000170012004673481,435,150
insertionsort,40,0.0004040200146846473,780,330
insertionsort,40,0.00030097199487499893,780,267
insertionsort,40,1.3598997611552477e-05,39,0
insertionsort,40,0.0005838490033056587,780,265
insertionsort,40,0.00034522300120443106,780,318
insertionsort,40,0.00045305199455469847,780,363
insertionsort,40,0.0003621749929152429,780,385
insertionsort,40,0.0006513660191558301,780,379
insertionsort,40,0.000686551007675007,780,312
insertionsort,40,0.0009067580103874207,780,267
insertionsort,50,0.0005174239922780544,1225,451
insertionsort,50,0.00048446099390275776,1225,484
insertionsort,50,2.046598820015788e-05,49,0
insertionsort,50,0.00045675699948333204,1225,411
insertionsort,50,0.0005169629876036197,1225,552
insertionsort,50,0.0005306230159476399,1225,537
insertionsort,50,0.0005310029955580831,1225,555
insertionsort,50,0.0004998229851480573,1225,476
insertionsort,50,0.0006419649871531874,1225,517
insertionsort,50,0.0006708590080961585,1224,459
insertionsort,60,0.0007499530038330704,1770,626
insertionsort,60,0.0007492959848605096,1770,670
insertionsort,60,5.5562995839864016e-05,59,0
insertionsort,60,0.0006991619884502143,1770,547
insertionsort,60,0.0007638639945071191,1770,751
insertionsort,60,0.0008106940076686442,1770,797
insertionsort,60,0.0007483989757020026,1770,719
insertionsort,60,0.0007775569974910468,1770,712
insertionsort,60,0.0007489430136047304,1770,709
insertionsort,60,0.0007288769993465394,1769,726
insertionsort,70,0.0011265159992035478,2415,871
insertionsort,70,0.0009757629886735231,2415,807
insertionsort,70,2.0605017198249698e-05,69,0
insertionsort,70,0.000967842002864927,2415,848
insertionsort,70,0.0010126999986823648,2415,1028
insertionsort,70,0.0010354850091971457,2415,1084
insertionsort,70,0.0009736180072650313,2415,969
insertionsort,70,0.0011999979906249791,2415,997
insertionsort,70,0.0009737479849718511,2415,957
insertionsort,70,0.0009328589949291199,2415,898
insertionsort,80,0.0012013090017717332,3160,1123
insertionsort,80,0.0012498099822551012,3160,996
insertionsort,80,2.2344000171869993e-05,79,0
insertionsort,80,0.0012051230005454272,3160,1122
insertionsort,80,0.0013216669904068112,3160,1345
insertionsort,80,0.0025092850264627486,3160,1337
insertionsort,80,0.001240948011400178,3160,1189
insertionsort,80,0.0013917489850427955,3160,1318
insertionsort,80,0.001278078998439014,3160,1189
insertionsort,80,0.0011880539823323488,3160,1051
insertionsort,90,0.0021145790233276784,4005,1399
insertionsort,90,0.001487182977143675,4005,1280
insertionsort,90,2.434599446132779e-05,89,0
insertionsort,90,0.0015436930116266012,4005,1442
insertionsort,90,0.0016408369992859662,4005,1712
insertionsort,90,0.002055232005659491,4005,1677
insertionsort,90,0.0015792270132806152,4005,1447
insertionsort,90,0.0017260389868170023,4005,1701
insertionsort,90,0.0016662160051055253,4005,1489
insertionsort,90,0.001586452010087669,4005,1391
insertionsort2,10,5.4131989600136876e-05,65,9
insertionsort2,10,4.707701737061143e-05,65,7
insertionsort2,10,4.6065018977969885e-05,65,6
insertionsort2,10,4.8228976083919406e-05,65,7
insertionsort2,10,4.774000262841582e-05,65,8
insertionsort2,10,4.293798701837659e-05,65,7
insertionsort2,10,4.181801341474056e-05,65,6
insertionsort2,10,4.150299355387688e-05,65,6
insertionsort2,10,4.2432977352291346e-05,65,7
insertionsort2,10,4.1143997805193067e-05,65,6
insertionsort2,20,0.00011503498535603285,230,18
insertionsort2,20,0.00011350002023391426,230,17
insertionsort2,20,0.00010109698632732034,230,15
insertionsort2,20,0.00010345398914068937,230,17
insertionsort2,20,0.00010316999396309257,230,18
insertionsort2,20,0.00015769200399518013,230,17
insertionsort2,20,0.0001036300091072917,230,17
insertionsort2,20,0.00010152501636184752,230,17
insertionsort2,20,0.00010257901158183813,230,16
insertionsort2,20,0.00010227601160295308,230,17
insertionsort2,30,0.0002074289950542152,495,26
insertionsort2,30,0.0001989399897865951,495,28
insertionsort2,30,0.00018574699060991406,495,25
insertionsort2,30,0.00018958901637233794,495,26
insertionsort2,30,0.0002048659953288734,495,26
insertionsort2,30,0.00020843499805778265,495,27
insertionsort2,30,0.0001873370201792568,495,26
insertionsort2,30,0.00018862599972635508,495,28
insertionsort2,30,0.00018898001872003078,495,25
