algorithm,length,t,comps,swaps
bubblesort,10,4.844198701903224e-05,90,24
bubblesort,10,3.496499266475439e-05,90,15
bubblesort,10,3.809001646004617e-05,90,22
bubblesort,10,3.732400364242494e-05,90,26
bubblesort,10,3.564299549907446e-05,90,20
bubblesort,10,3.508699592202902e-05,90,19
bubblesort,10,3.620499046519399e-05,90,23
bubblesort,10,3.6340992664918303e-05,90,24
bubblesort,10,3.753200871869922e-05,90,23
bubblesort,10,3.930399543605745e-05,90,27
bubblesort,10,3.408500924706459e-05,90,15
bubblesort,10,3.56410164386034e-05,90,18
bubblesort,10,3.420101711526513e-05,90,15
bubblesort,10,3.278101212345064e-05,90,12
bubblesort,10,5.002599209547043e-05,90,15
bubblesort,10,3.517998266033828e-05,90,17
bubblesort,10,3.558801836334169e-05,90,18
bubblesort,10,3.810497582890093e-05,90,24
bubblesort,10,3.7949997931718826e-05,90,24
bubblesort,10,3.485599881969392e-05,90,17
bubblesort,20,0.0001542240206617862,380,97
bubblesort,20,0.00012784198042936623,380,67
bubblesort,20,0.0001324980112258345,380,81
bubblesort,20,0.00015118299052119255,380,123
bubblesort,20,0.00012902100570499897,380,84
bubblesort,20,0.00013040498015470803,380,89
bubblesort,20,0.0001320169831160456,380,91
bubblesort,20,0.00014033500337973237,380,112
bubblesort,20,0.0001320950104855001,380,95
bubblesort,20,0.0001414789876434952,380,114
bubblesort,20,0.00013568298891186714,380,101
bubblesort,20,0.00012838499969802797,380,82
bubblesort,20,0.00012704299297183752,380,81
bubblesort,20,0.00012491599773056805,380,75
bubblesort,20,0.00013467500684782863,380,97
bubblesort,20,0.00013560301158577204,380,100
bubblesort,20,0.00018834098591469228,380,116
bubblesort,20,0.00014105200534686446,380,106
bubblesort,20,0.00012937700375914574,380,83
bubblesort,20,0.0001382610062137246,380,107
bubblesort,30,0.00037804298335686326,870,238
bubblesort,30,0.00031126601970754564,870,209
bubblesort,30,0.0002940479898825288,870,173
bubblesort,30,0.0003243160026613623,870,243
bubblesort,30,0.00031417698482982814,870,221
bubblesort,30,0.00034857698483392596,870,241
bubblesort,30,0.00031180301448330283,870,214
bubblesort,30,0.0003234210016671568,870,242
bubblesort,30,0.00032727100187912583,870,230
bubblesort,30,0.0003180270141456276,870,219
bubblesort,30,0.0003113750135526061,870,214
bubblesort,30,0.00029827500111423433,870,183
bubblesort,30,0.000305090012261644,870,197
